year,model,terrain,engine_capacity,mpg,exterior_color,interior_color,gear_type,type_of_car,number_of_keys,price,miles
2020 JEEP,GLADIATOR,Rubicon Pickup 4D 5 ft,"V6, VVT, 3.6 Liter",17 City / 22 Hwy,Red,Black Interior Color,"Automatic, 8-Spd",4 Door Truck,2,"$47,990 ","19,450 miles"
2020 JEEP,WRANGLER UNLIMITED,Rubicon Sport Utility 4D ,"V6, VVT, 3.6 Liter",18 City / 22 Hwy,Black,Black,"Automatic, 8-Spd",4 Door SUV,2,"$44,990 "," 18,952 miles"
2020 VOLVO,XC60,T6 Momentum Sport Utility 4D ,"4-Cyl, Drive-E, Turbo, Supercharged, 2.0 Liter",20 City / 27 Hwy,Silver,Beige,"Automatic, 8-Spd Geartronic W/Adaptive Shift",4 Door SUV,1,"$38,990 "," 14,010 miles"
2020 RAM,1500 CREW CAB,Laramie Pickup 4D 5 1/2 ft ,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,Red,Black Interior Color,"Automatic, 8-Spd",4 Door Truck,2,"$43,590 "," 15,364 miles"
2019 TOYOTA,HIGHLANDER,Limited Sport Utility 4D ,"V6, 3.5 Liter",22 City / 26 Hwy,Burgundy,Brown,"Automatic, 8-Spd",4 Door SUV,1,"$35,990 "," 18,520 miles"
2019 TOYOTA,TUNDRA CREWMAX,SR5 Pickup 4D 5 1/2 ft ,"V8, 4.6 Liter",15 City / 19 Hwy,Gray,Black,"Automatic, 6-Spd W/Sequential Mode",4 Door Truck,2,"$35,990 "," 32,024 miles"
2018 JEEP,WRANGLER UNLIMITED,All New Sahara Sport Utility 4D ,"V6, 3.6 Liter",18 City / 23 Hwy,Gray,Black Interior Color,"Automatic, 8-Spd",4 Door SUV,1,"$36,990 "," 20,948 miles"
2020 JEEP,WRANGLER UNLIMITED,Rubicon Sport Utility 4D ,"4-Cyl, Turbo, 2.0 Liter",21 City / 22 Hwy,Gray,Black,"Automatic, 8-Spd",4 Door SUV,2,"$44,590 "," 13,127 miles"
2020 FORD,EXPLORER,Limited Sport Utility 4D ,"4-Cyl, EcoBoost, Turbo, 2.3 Liter",21 City / 28 Hwy,Gray,Ebony Lthr Seat Surfaces,"Automatic, 10-Spd W/SelectShift",4 Door SUV,2,"$37,590 "," 15,051 miles"
2018 TOYOTA,TUNDRA CREWMAX,SR5 Pickup 4D 5 1/2 ft ,"V8, Flex Fuel, 5.7 Liter",13 City / 17 Hwy,White,Graphite,"Automatic, 6-Spd W/Sequential Mode",4 Door Truck,2,"$36,990 "," 47,924 miles"
2015 FORD,F150 SUPERCREW CAB,Lariat Pickup 4D 5 1/2 ft ,"V8, Flex Fuel, 5.0 Liter",15 City / 21 Hwy,Silver,Black Lthr Trim 40/20/40,"Automatic, 6-Spd W/SelectShift",4 Door Truck,2,"$35,990 "," 37,464 miles"
2020 CADILLAC,XT6,Premium Luxury Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,White,Jet Black,"Automatic, 9-Spd",4 Door SUV,2,"$46,990 "," 8,994 miles"
2014 CHEVROLET,CORVETTE,Stingray Convertible 2D,"V8, 6.2 Liter",17 City / 29 Hwy,Blue,Kalahari,"Manual, 7-Spd W/Actv Rev",2 Door Convertible,2,"$44,990 ","15,874 miles"
2020 VOLVO,XC90,T6 Momentum Sport Utility 4D,"4-Cyl, Drive-E, Turbo, Supercharged, 2.0 Liter",18 City / 26 Hwy,White,Off White,"Automatic, 8-Spd Geartronic",4 Door SUV,2,"$51,590 ","8,134 miles"
2019 FORD,EXPEDITION,Limited Sport Utility 4D ,"V6, EcoBoost, Twin Turbo, 3.5 Liter",17 City / 24 Hwy,Black,Ebony Leather-Trim Seats,"Automatic, 10-Spd W/SelectShift",4 Door SUV,2,"$41,990 "," 32,933 miles"
2019 MERCEDES-BENZ,GLS,GLS 450 4MATIC Sport Utility 4D ,"V6, Twin Turbo, 3.0 Liter",16 City / 22 Hwy,White,Black,"Automatic, 9-Spd 9G-Tronic",4 Door SUV,2,"$52,590 "," 19,639 miles"
2016 JAGUAR,XJ,XJL Portfolio Sedan 4D ,"V6, Supercharged, 3.0 Liter",18 City / 27 Hwy,Blue,Oyster / Ivory,"Auto, 8-Spd Seq Sht & Spt",4 Door Sedan,2,"$36,590 "," 19,448 miles"
2019 FORD,F150 SUPERCREW CAB,Lariat Pickup 4D 6 1/2 ft,"V6, EcoBoost, Twin Turbo, 3.5 Liter",16 City / 22 Hwy,White,Black Lthr Trim Blacket Seat,"Automatic, 10-Spd W/Sport Mode",4 Door Truck,1,"$37,990 ","71,679 miles"
2018 AUDI,Q7,2.0T Premium Plus Sport Utility 4D ,"4-Cyl, Turbo, 2.0 Liter",19 City / 25 Hwy,Black,Rock Gray,"Auto, 8-Spd Tiptronic",4 Door SUV,1,"$37,990 "," 24,321 miles"
2020 CADILLAC,XT6,Premium Luxury Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,Black,Cirrus,"Automatic, 9-Spd",4 Door SUV,2,"$46,990 "," 8,609 miles"
2018 GMC,SIERRA 1500 CREW CAB,SLT Pickup 4D 6 1/2 ft ,"V8, EcoTec3, 5.3 Liter",16 City / 23 Hwy,White,Cocoa/Dune,"Automatic, 6-Spd HD W/Overdrive",4 Door Truck,1,"$35,990 "," 31,884 miles"
2020 GMC,YUKON XL,SLT Sport Utility 4D,"V8, EcoTec3, 5.3 Liter",15 City / 22 Hwy,White,Jet Black,"Automatic, 6-Spd HD W/Overdrive",4 Door SUV,2,"$53,990 ","24,487 miles"
2019 AUDI,Q8,Premium Sport Utility 4D,"V6, Turbo, 3.0 Liter",17 City / 22 Hwy,Black,Black,"Automatic, 8-Spd & Tiptronic",4 Door SUV,2,"$61,990 ","8,930 miles"
2020 LAND_ROVER,RANGE ROVER VELAR,S P340 Sport Utility 4D ,"V6, Supercharged, 3.0 Liter",20 City / 26 Hwy,Gray,Black,"Automatic, 8-Spd",4 Door SUV,1,"$53,990 "," 17,624 miles"
2020 RAM,1500 CREW CAB,Laramie Longhorn Pickup 4D 5 1/2 ft,"V8, HEMI, ETorque, 5.7 Liter",17 City / 22 Hwy,Burgundy,Brown,"Automatic, 8-Spd",4 Door Truck,2,"$54,990 ","12,653 miles"
2018 GMC,SIERRA 1500 CREW CAB,SLT Pickup 4D 6 1/2 ft ,"V8, EcoTec3, 5.3 Liter",15 City / 20 Hwy,Silver,Jet Black,"Automatic, 8-Spd W/Overdrive",4 Door Truck,2,"$36,990 "," 60,100 miles"
2018 JEEP,WRANGLER UNLIMITED,All New Sahara Sport Utility 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 24 Hwy,Gray,Black Interior Color,"Automatic, 8-Spd",4 Door SUV,2,"$35,990 "," 31,830 miles"
2020 CHEVROLET,CAMARO,SS Coupe 2D ,"V8, 6.2 Liter",16 City / 27 Hwy,Red,Jet Black,"Automatic, 10-Spd",2 Door Coupe,2,"$37,590 "," 16,443 miles"
2020 JEEP,WRANGLER UNLIMITED,Rubicon Sport Utility 4D ,"V6, VVT, 3.6 Liter",18 City / 22 Hwy,Black,Black,"Automatic, 8-Spd",4 Door SUV,2,"$46,990 "," 14,525 miles"
2020 JEEP,GLADIATOR,Overland Pickup 4D 5 ft,"V6, VVT, 3.6 Liter",17 City / 22 Hwy,Gray,Black Interior Color,"Automatic, 8-Spd",4 Door Truck,1,"$45,990 ","11,818 miles"
2017 GMC,YUKON,SLE Sport Utility 4D ,"V8, EcoTec3, 5.3 Liter",16 City / 22 Hwy,White,Cocoa/Dune,"Auto, 6-Spd HD Overdrive",4 Door SUV,2,"$35,990 "," 31,951 miles"
2020 JEEP,WRANGLER UNLIMITED,Sport SUV 4D ,"4-Cyl, Turbo, 2.0 Liter",21 City / 22 Hwy,White,Beige,"Automatic, 8-Spd",4 Door SUV,2,"$36,990 "," 11,341 miles"
2019 GMC,YUKON XL,Denali Sport Utility 4D,"V8, EcoTec3, 6.2 Liter",14 City / 20 Hwy,Silver,Jet Black,"Automatic, 10-Spd W/Overdrive",4 Door SUV,2,"$49,990 ","64,541 miles"
2020 JEEP,WRANGLER UNLIMITED,Sport SUV 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 22 Hwy,Black,Black,"Automatic, 8-Spd",4 Door SUV,2,"$36,990 ","22,805 miles"
2018 AUDI,Q7,3.0T Premium Plus Sport Utility 4D,"V6, Sprchrgd, 3.0L",19 City / 25 Hwy,Gray,Nougat Brown,"Auto, 8-Spd Tiptronic",4 Door SUV,1,"$36,990 ","59,883 miles"
2018 CHEVROLET,TAHOE,Premier Sport Utility 4D ,"V8, EcoTec3, 6.2 Liter",14 City / 23 Hwy,Gray,Jet Black,"Automatic, 10-Spd",4 Door SUV,2,"$51,990 "," 28,747 miles"
2015 CHEVROLET,SUBURBAN,LTZ Sport Utility 4D,"V8, EcoTec3, FF, 5.3L",15 City / 22 Hwy,Beige,Lt. Brown,"Automatic, 6-Spd W/Overdrive",4 Door SUV,2,"$35,990 ","79,999 miles"
2019 FORD,EXPEDITION MAX,XLT Sport Utility 4D ,"V6, EcoBoost, Twin Turbo, 3.5 Liter",16 City / 21 Hwy,Silver,Ebony Cloth Seats,"Automatic, 10-Spd W/SelectShift",4 Door SUV,2,"$38,990 "," 32,734 miles"
2018 VOLVO,XC60,T6 R-Design Sport Utility 4D ,"4-Cyl, Drv-E, Turbo, 2.0L",21 City / 28 Hwy,Gray,Black,"Auto, 8-Spd Geartronic",4 Door SUV,1,"$36,990 "," 30,095 miles"
2017 RAM,1500 CREW CAB,Laramie Pickup 4D 5 1/2 ft,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,White,Canyon Brown / Light Frost Beige Interior Colors,"Automatic, 8-Spd",4 Door Truck,2,"$39,990 ","29,548 miles"
2019 DODGE,CHARGER,Scat Pack Sedan 4D ,"V8, HEMI, 6.4 Liter",15 City / 24 Hwy,Red,Black,"Automatic, 8-Spd W/AutoStick",4 Door Sedan,2,"$36,990 "," 19,650 miles"
2019 AUDI,Q7,3.0T Premium Plus Sport Utility 4D ,"V6, Supercharged, 3.0 Liter",19 City / 25 Hwy,White,Black,"Automatic, 8-Spd & Tiptronic",4 Door SUV,2,"$39,990 "," 36,933 miles"
2014 TOYOTA,TUNDRA DOUBLE CAB,Limited Pickup 4D 6 1/2 ft ,"V8, 5.7 Liter",13 City / 17 Hwy,Brown,Beige,"Automatic, 6-Spd W/Sequential Mode",4 Door Truck,2,"$35,990 "," 22,977 miles"
2019 INFINITI,QX80,LUXE Sport Utility 4D ,"V8, 5.6 Liter",14 City / 20 Hwy,Gray,Black,"Automatic, 7-Spd Adaptive W/Manual Mode & Downshift Rev Matching",4 Door SUV,2,"$42,990 "," 27,832 miles"
2018 DODGE,CHARGER,R/T Scat Pack Sedan 4D ,"V8, HEMI, 6.4 Liter",15 City / 25 Hwy,Gray,Black,"Auto, 8-Spd W/AutoStk",4 Door Sedan,2,"$36,590 "," 24,075 miles"
2014 MERCEDES-BENZ,S-CLASS,S 550 Sedan 4D ,"V8, Twin Turbo, 4.6 Liter",17 City / 25 Hwy,Silver,Black,"Auto, 7-Spd Spt & Comfort",4 Door Sedan,1,"$38,990 "," 46,231 miles"
2019 RAM,1500 CREW CAB,Laramie Longhorn Pickup 4D 5 1/2 ft ,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,Blue,Mountain Brown / Light Mountain Brown Int Colors,"Automatic, 8-Spd",4 Door Truck,2,"$51,990 "," 8,548 miles"
2020 CHEVROLET,SUBURBAN,LT Sport Utility 4D ,"V8, EcoTec3, 5.3 Liter",15 City / 22 Hwy,Black,Jet Black,"Automatic, 6-Spd W/Overdrive",4 Door SUV,1,"$39,990 "," 34,975 miles"
2019 AUDI,Q5,Premium Plus Sport Utility 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 27 Hwy,Silver,Black,"Automatic, 8-Spd W/Tiptronic & Sport & Manual Modes",4 Door SUV,2,"$33,990 "," 29,062 miles"
2016 DODGE,CHALLENGER,SRT Hellcat Coupe 2D,"V8, HEMI, Sprchgd, 6.2L",13 City / 21 Hwy,Black,Black / Sepia Interior Colors,"Manual, 6-Spd",2 Door Coupe,1,"$49,990 ","22,729 miles"
2019 RAM,1500 CREW CAB,Laramie Pickup 4D 5 1/2 ft ,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,Black,Black,"Automatic, 8-Spd",4 Door Truck,2,"$42,590 "," 20,435 miles"
2019 NISSAN,TITAN CREW CAB,S Pickup 4D 5 1/2 ft,"V8, 5.6 Liter",15 City / 21 Hwy,Silver,Black,"Automatic, 7-Spd",4 Door Truck,2,"$35,990 ","13,077 miles"
2020 CHEVROLET,SUBURBAN,LT Sport Utility 4D ,"V8, EcoTec3, 5.3 Liter",15 City / 22 Hwy,Blue,Black,"Automatic, 6-Spd W/Overdrive",4 Door SUV,2,"$38,990 "," 39,406 miles"
2017 RAM,1500 CREW CAB,Rebel Pickup 4D 5 1/2 ft ,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,Gray,Black,"Automatic, 8-Spd",4 Door Truck,2,"$34,990 "," 45,815 miles"
2019 TOYOTA,4RUNNER,SR5 Premium Sport Utility 4D ,"V6, 4.0 Liter",17 City / 20 Hwy,White,Dk. Gray,"Automatic, 5-Spd W/Sequential Shift",4 Door SUV,3,"$36,990 "," 15,590 miles"
2020 MERCEDES-BENZ,C-CLASS,C 300 Cabriolet 2D ,"4-Cyl, Turbo, 2.0 Liter",21 City / 29 Hwy,Black,Black Mb-Tex,"Automatic, 9-Spd 9G-Tronic",2 Door Convertible,2,"$43,990 "," 9,566 miles"
2015 GMC,SIERRA 1500 CREW CAB,SLT Pickup 4D 5 3/4 ft ,"V8, EcoTec3, 5.3 Liter",16 City / 22 Hwy,Black,Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$35,990 "," 18,138 miles"
2014 LAND_ROVER,RANGE ROVER,Supercharged Sport Utility 4D,"V8, Sprchrgd, 5.0L",13 City / 19 Hwy,White,Black,"Automatic, 8-Spd",4 Door SUV,1,"$38,590 ","79,248 miles"
2019 VOLKSWAGEN,ATLAS,SEL R-Line 4Motion Sport Utility 4D ,"V6, 3.6 Liter",17 City / 23 Hwy,White,Black,"Automatic, 8-Spd & Tiptronic",4 Door SUV,1,"$38,990 "," 8,472 miles"
2018 FORD,F150 SUPERCREW CAB,Lariat Pickup 4D 5 1/2 ft,"V8, Flex Fuel, 5.0 Liter",15 City / 21 Hwy,Beige,Black Lthr Trim 40/20/40,"Auto, 10-Spd Spt Mode",4 Door Truck,2,"$36,590 ","56,820 miles"
2019 FORD,F150 SUPERCREW CAB,XL Pickup 4D 5 1/2 ft,"V6, EcoBoost, Twin Turbo, 3.5 Liter",16 City / 22 Hwy,Black,Black,"Automatic, 10-Spd W/Sport Mode",4 Door Truck,2,"$43,990 ","17,662 miles"
2018 GMC,SIERRA 1500 CREW CAB,SLT Pickup 4D 5 3/4 ft ,"V8, EcoTec3, 5.3 Liter",16 City / 22 Hwy,White,Black,"Automatic, 8-Spd W/Overdrive",4 Door Truck,2,"$36,990 "," 19,259 miles"
2017 HONDA,RIDGELINE,RTL-E Pickup 4D 5 ft,"V6, I-VTEC, 3.5 Liter",18 City / 25 Hwy,Silver,Black,"Automatic, 6-Spd",4 Door Truck,2,"$33,590 ","26,298 miles"
2019 DODGE,CHARGER,Scat Pack Sedan 4D ,"V8, HEMI, 6.4 Liter",15 City / 24 Hwy,Red,Black,"Automatic, 8-Spd W/AutoStick",4 Door Sedan,2,"$36,990 "," 16,463 miles"
2019 FORD,F150 SUPERCREW CAB,XLT Pickup 4D 5 1/2 ft,"V6, EcoBoost, Twin Turbo, 3.5 Liter",16 City / 22 Hwy,Silver,Black Sport 40/Console/40,"Automatic, 10-Spd W/Sport Mode",4 Door Truck,1,"$46,990 ","8,210 miles"
2019 DODGE,CHARGER,Scat Pack Sedan 4D ,"V8, HEMI, 6.4 Liter",15 City / 24 Hwy,White,Black,"Automatic, 8-Spd W/AutoStick",4 Door Sedan,2,"$36,990 "," 11,366 miles"
2019 FORD,F150 SUPERCREW CAB,XLT Pickup 4D 5 1/2 ft,"V6, EcoBoost, Twin Turbo, 3.5 Liter",16 City / 22 Hwy,Red,Black Sport 40/Console/40,"Automatic, 10-Spd W/Sport Mode",4 Door Truck,1,"$45,990 ","10,312 miles"
2016 FORD,F150 SUPERCREW CAB,Platinum Pickup 4D 5 1/2 ft ,"V8, Flex Fuel, 5.0 Liter",15 City / 21 Hwy,Black,Black,"Automatic, 6-Spd",4 Door Truck,2,"$38,990 "," 31,054 miles"
2015 MERCEDES-BENZ,S-CLASS,S 550 Sedan 4D ,"V8, TT. 4.7L",17 City / 26 Hwy,Silver,Black,"Auto, 7-Spd Adptv Spt",4 Door Sedan,1,"$36,990 "," 76,909 miles"
2019 CHEVROLET,SILVERADO 1500 CREW CAB,RST Pickup 4D 5 3/4 ft ,"V8, EcoTec3, DFM, 5.3 Liter",16 City / 22 Hwy,Silver,Black,"Automatic, 8-Spd W/Overdrive",4 Door Truck,2,"$42,990 "," 12,470 miles"
2020 LEXUS,RX,RX 350 F SPORT SUV 4D,"V6, 3.5 Liter",19 City / 26 Hwy,Black,Black,"Automatic, 8-Spd",4 Door SUV,2,"$49,990 ","7,705 miles"
2019 JEEP,WRANGLER UNLIMITED,Rubicon Sport Utility 4D ,"V6, VVT, 3.6 Liter",18 City / 23 Hwy,Gray,Black,"Automatic, 8-Spd",4 Door SUV,2,"$44,990 "," 16,990 miles"
2012 FORD,MUSTANG,Shelby GT500 Coupe 2D ,"V8, Supercharged, 5.4 Liter",15 City / 23 Hwy,Black,Char Black/Char Blk Leather,"Manual, 6-Spd",2 Door Coupe,2,"$36,990 "," 25,610 miles"
2019 FORD,F150 SUPERCREW CAB,XL Pickup 4D 5 1/2 ft,"V6, EcoBoost, Twin Turbo, 3.5 Liter",16 City / 22 Hwy,Red,Gray Int W/Black 40/Con/40,"Automatic, 10-Spd W/Sport Mode",4 Door Truck,2,"$43,990 ","19,109 miles"
2019 JEEP,WRANGLER UNLIMITED,Sport SUV 4D,"V6, VVT, 3.6 Liter",18 City / 23 Hwy,White,Black Interior Color,"Automatic, 8-Spd",4 Door SUV,2,"$32,990 ","24,598 miles"
2019 RAM,1500 CREW CAB,Big Horn Pickup 4D 5 1/2 ft ,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,White,Black,"Automatic, 8-Spd",4 Door Truck,2,"$35,990 "," 14,765 miles"
2019 NISSAN,ARMADA,SV Sport Utility 4D,"V8, 5.6 Liter",14 City / 19 Hwy,Gray,Charcoal,"Auto, 7-Spd Synch Rev",4 Door SUV,1,"$39,590 ","17,174 miles"
2019 DODGE,CHALLENGER,R/T Scat Pack Coupe 2D ,"V8, HEMI, MDS, 6.4 Liter",15 City / 24 Hwy,Purple,Black Interior Color,"Automatic, 8-Spd",2 Door Coupe,2,"$38,990 "," 9,070 miles"
2018 FORD,F150 SUPERCREW CAB,XLT Pickup 4D 5 1/2 ft,"V6, EcoBoost, TT, 3.5L",16 City / 22 Hwy,Gray,Medium Gray Cloth 40/20/40,"Auto, 10-Spd Spt Mode",4 Door Truck,1,"$35,590 ","35,309 miles"
2019 TOYOTA,TUNDRA CREWMAX,SR5 Pickup 4D 5 1/2 ft ,"V8, 5.7 Liter",13 City / 17 Hwy,Red,Black,"Automatic, 6-Spd W/Sequential Mode",4 Door Truck,2,"$41,590 "," 24,810 miles"
2017 HONDA,CIVIC TYPE R,Touring Hatchback Sedan 4D,"4-Cyl, VTEC, Turbo, 2.0 Liter",22 City / 28 Hwy,Gray,Black,"Manual, 6-Spd W/Rev-Match",4 Door Sedan,1,"$34,990 ","12,330 miles"
2019 MERCEDES-BENZ,GLC,GLC 300 Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 27 Hwy,White,Silk Beige Mb-Tex,"Auto, 9-Spd 9G-Tronic",4 Door SUV,2,"$35,990 ","8,475 miles"
2018 MERCEDES-BENZ,E-CLASS,E 300 Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 30 Hwy,Gray,Black,"Auto, 9-Spd 9G-Tronic",4 Door Sedan,2,"$38,990 "," 14,343 miles"
2018 GENESIS,G80,3.3T Sport Sedan 4D,"V6, Twin Turbo, 3.3 Liter",17 City / 25 Hwy,Black,Black/Black,"Automatic, 8-Spd W/Shiftronic",4 Door Sedan,1,"$34,997 ","33,022 miles"
2019 FORD,EXPEDITION MAX,Limited Sport Utility 4D,"V6, EcoBoost, Twin Turbo, 3.5 Liter",16 City / 21 Hwy,Black,Md Stone Leather-Trim Seats,"Automatic, 10-Spd W/SelectShift",4 Door SUV,1,"$44,998 ","47,147 miles"
2017 TOYOTA,TACOMA DOUBLE CAB,TRD Sport Pickup 4D 5 ft,"V6, 3.5 Liter",18 City / 23 Hwy,Black,Black/Orange,"Automatic, 6-Spd",4 Door Truck,1,"$36,498 ","24,045 miles"
2019 CHEVROLET,SILVERADO 1500 CREW CAB,LTZ Pickup 4D 5 3/4 ft,"V8, EcoTec3, DFM, 5.3 Liter",16 City / 22 Hwy,White,Jet Black,"Automatic, 8-Spd W/Overdrive",4 Door Truck,1,"$52,995 ","17,715 miles"
2019 JEEP,WRANGLER UNLIMITED,Sahara Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 24 Hwy,Silver,Black Interior Color,"Automatic, 8-Spd",4 Door SUV,1,"$39,498 ","15,771 miles"
2019 NISSAN,KICKS,SV Sport Utility 4D,"4-Cyl, 1.6 Liter",31 City / 36 Hwy,Silver,Black,"Auto, CVT Xtronic",4 Door SUV,1,"$16,990 ","27,734 miles"
2018 AUDI,A5,Premium Coupe 2D ,"4-Cyl, Turbo, 2.0 Liter",24 City / 34 Hwy,Blue,Rock Gray,"Auto, 7-Spd S Tronic",2 Door Coupe,1,"$30,990 "," 21,744 miles"
2019 CHRYSLER,PACIFICA,Touring L Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Gray,Black / Alloy Interior Colors,"Automatic, 9-Spd",4 Door Minivan,1,"$20,990 ","48,652 miles"
2017 NISSAN,FRONTIER CREW CAB,PRO-4X Pickup 4D 5 ft ,"V6, 4.0 Liter",15 City / 21 Hwy,Gray,Pro-4x,"Automatic, 5-Spd",4 Door Truck,2,"$26,990 "," 22,210 miles"
2019 TOYOTA,YARIS,L Sedan 4D,"4-Cyl, 1.5 Liter",32 City / 40 Hwy,Black,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$15,590 ","17,702 miles"
2017 TOYOTA,RAV4 HYBRID,Limited Sport Utility 4D,"4-Cyl, Hybrid, 2.5 Liter",34 City / 30 Hwy,Silver,Gray,"Automatic, CVT",4 Door SUV,2,"$23,990 ","60,832 miles"
2019 VOLKSWAGEN,ATLAS,SE w/Tech Pkg Sport Utility 4D,"V6, 3.6 Liter",17 City / 24 Hwy,Blue,Black,"Automatic, 8-Spd & Tiptronic",4 Door SUV,1,"$27,990 ","41,258 miles"
2018 NISSAN,VERSA,SV Sedan 4D,"4-Cyl, 1.6 Liter",31 City / 39 Hwy,Blue,Black,"Automatic, CVT W/Xtronic",4 Door Sedan,2,"$12,990 ","28,374 miles"
2013 TOYOTA,VENZA,XLE Wagon 4D,"V6, 3.5 Liter",18 City / 25 Hwy,Black,Black,"Automatic, 6-Spd",4 Door Wagon,2,"$19,590 ","43,509 miles"
2015 MINI,HARDTOP 2 DOOR,Cooper S Hatchback 2D,"4-Cyl, Turbo, 2.0 Liter",26 City / 33 Hwy,White,Black,"Automatic, 6-Spd",2 Door Hatchback,2,"$16,590 ","37,386 miles"
2019 SUBARU,WRX,WRX Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 27 Hwy,Gray,Black,"Manual, 6-Spd",4 Door Sedan,2,"$26,590 ","14,783 miles"
2020 INFINITI,QX60,PURE Sport Utility 4D,"V6, 3.5 Liter",20 City / 27 Hwy,Black,Black,"Automatic, CVT W/Manual Mode",4 Door SUV,1,"$30,990 ","31,805 miles"
2017 CADILLAC,CTS,2.0 Luxury Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",21 City / 29 Hwy,Black,Jet Black With Jet Black Accents,"Automatic, 8-Spd",4 Door Sedan,1,"$25,590 "," 34,946 miles"
2019 RAM,1500 CLASSIC CREW CAB,Big Horn Pickup 4D 5 1/2 ft ,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,Gray,Black,"Automatic, 8-Spd",4 Door Truck,2,"$33,990 "," 15,818 miles"
2014 TOYOTA,SIENNA,LE Minivan 4D,"V6, 3.5 Liter",18 City / 25 Hwy,Silver,Lt. Gray,"Automatic, 6-Spd",4 Door Minivan,1,"$16,990 ","72,233 miles"
2015 SUBARU,XV CROSSTREK,Limited Sport Utility 4D,"4-Cyl, PZEV, 2.0 Liter",26 City / 33 Hwy,Gray,Black,"Auto, CVT Manual",4 Door SUV,2,"$16,990 ","87,777 miles"
2015 BMW,X3,xDrive28i Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 28 Hwy,Blue,Off White,"Auto, 8-Spd Stptrnc Spt",4 Door SUV,2,"$21,990 ","54,520 miles"
2018 MITSUBISHI,OUTLANDER SPORT,ES Sport Utility 4D,"4-Cyl, 2.0 Liter",23 City / 29 Hwy,Gray,Gray,"Automatic, CVT W/Sportronic",4 Door SUV,2,"$17,590 ","20,747 miles"
2016 VOLKSWAGEN,TIGUAN,2.0T S Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 26 Hwy,Blue,Beige,"Auto, 6-Spd Tiptronic Spt",4 Door SUV,2,"$15,590 ","17,922 miles"
2014 BMW,Z4,sDrive35is Roadster 2D,"6-Cyl, Twin Turbo, 3.0 Liter",17 City / 24 Hwy,Gray,Black,"Automatic, 7-Spd Double-Clutch W/Manual Mode",2 Door Convertible,2,"$33,990 ","15,509 miles"
2017 CHRYSLER,PACIFICA,Touring-L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Black,Black/Alloy,"Automatic, 9-Spd",4 Door Minivan,1,"$23,590 ","46,502 miles"
2016 GMC,CANYON EXTENDED CAB,SLT Pickup 2D 6 ft,"V6, VVT, 3.6 Liter",17 City / 24 Hwy,Black,Black,"Automatic, 6-Spd",2 Door Truck,1,"$27,990 ","26,868 miles"
2016 BUICK,REGAL,Premium II Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 30 Hwy,White,Beige,"Automatic, 6-Spd",4 Door Sedan,2,"$15,990 ","45,045 miles"
2017 MAZDA,MAZDA6,Sport Sedan 4D,4-Cyl PZEV SKYACTIV-G 2.5L,26 City / 35 Hwy,White,Black,"Auto, 6-Spd Spt Manual",4 Door Sedan,1,"$16,590 ","23,985 miles"
2020 MITSUBISHI,OUTLANDER,SEL Sport Utility 4D,"4-Cyl, 2.4 Liter",24 City / 29 Hwy,Blue,Black,"Automatic, CVT",4 Door SUV,1,"$21,990 ","22,038 miles"
2019 MERCEDES-BENZ,GLA,GLA 250 4MATIC Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",23 City / 31 Hwy,Black,Black Mb-Tex,"Automatic, 7-Spd W/7G-DCT",4 Door SUV,2,"$30,590 ","10,797 miles"
2019 NISSAN,VERSA,SV Sedan 4D,"4-Cyl, 1.6 Liter",31 City / 39 Hwy,Gray,Charcoal,"Automatic, CVT W/Xtronic",4 Door Sedan,1,"$12,990 ","36,192 miles"
2016 JEEP,PATRIOT,Latitude Sport Utility 4D,"4-Cyl, 2.4 Liter",20 City / 23 Hwy,Red,Dark Slate Gray Interior Color,"Automatic, CVT",4 Door SUV,1,"$15,590 ","60,959 miles"
